,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
10839,BDCQ.SEE1013A,2013.09,28913.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10840,BDCQ.SEE1013A,2013.12,30059.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10841,BDCQ.SEE1013A,2014.03,30207.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10842,BDCQ.SEE1013A,2014.06,30991.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10843,BDCQ.SEE1013A,2014.09,31371.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10844,BDCQ.SEE1013A,2014.12,32396.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10845,BDCQ.SEE1013A,2015.03,32214.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10846,BDCQ.SEE1013A,2015.06,32794.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10847,BDCQ.SEE1013A,2015.09,32785.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10848,BDCQ.SEE1013A,2015.12,33673.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10849,BDCQ.SEE1013A,2016.03,33907.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10850,BDCQ.SEE1013A,2016.06,34710.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10851,BDCQ.SEE1013A,2016.09,34824.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10852,BDCQ.SEE1013A,2016.12,35940.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10853,BDCQ.SEE1013A,2017.03,36029.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10854,BDCQ.SEE1013A,2017.06,37348.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10855,BDCQ.SEE1013A,2017.09,37410.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10856,BDCQ.SEE1013A,2017.12,38548.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10857,BDCQ.SEE1013A,2018.03,36026.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10858,BDCQ.SEE1013A,2018.06,39151.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10859,BDCQ.SEE1013A,2018.09,38876.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10860,BDCQ.SEE1013A,2018.12,40312.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10861,BDCQ.SEE1013A,2019.03,40808.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10862,BDCQ.SEE1013A,2019.06,41284.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10863,BDCQ.SEE1013A,2019.09,41175.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10864,BDCQ.SEE1013A,2019.12,42379.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10865,BDCQ.SEE1013A,2020.03,42210.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10866,BDCQ.SEE1013A,2020.06,42069.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10867,BDCQ.SEE1013A,2020.09,41827.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10868,BDCQ.SEE1013A,2020.12,42790.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10869,BDCQ.SEE1013A,2021.03,42690.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10870,BDCQ.SEE1013A,2021.06,43416.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10871,BDCQ.SEE1013A,2021.09,43885.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waikato District,Actual,,
10872,BDCQ.SEE1015A,2011.06,12607.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10873,BDCQ.SEE1015A,2011.09,12761.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10874,BDCQ.SEE1015A,2011.12,13131.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10875,BDCQ.SEE1015A,2012.03,12884.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10876,BDCQ.SEE1015A,2012.06,12906.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10877,BDCQ.SEE1015A,2012.09,12755.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10878,BDCQ.SEE1015A,2012.12,13060.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10879,BDCQ.SEE1015A,2013.03,12859.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10880,BDCQ.SEE1015A,2013.06,12947.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10881,BDCQ.SEE1015A,2013.09,12949.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10882,BDCQ.SEE1015A,2013.12,13244.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10883,BDCQ.SEE1015A,2014.03,12949.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10884,BDCQ.SEE1015A,2014.06,12972.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10885,BDCQ.SEE1015A,2014.09,13191.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10886,BDCQ.SEE1015A,2014.12,13341.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10887,BDCQ.SEE1015A,2015.03,13144.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10888,BDCQ.SEE1015A,2015.06,13201.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10889,BDCQ.SEE1015A,2015.09,13174.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10890,BDCQ.SEE1015A,2015.12,13408.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10891,BDCQ.SEE1015A,2016.03,13152.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10892,BDCQ.SEE1015A,2016.06,13265.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10893,BDCQ.SEE1015A,2016.09,13280.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10894,BDCQ.SEE1015A,2016.12,13590.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10895,BDCQ.SEE1015A,2017.03,13388.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10896,BDCQ.SEE1015A,2017.06,13530.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10897,BDCQ.SEE1015A,2017.09,13572.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10898,BDCQ.SEE1015A,2017.12,13868.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10899,BDCQ.SEE1015A,2018.03,13807.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10900,BDCQ.SEE1015A,2018.06,13804.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10901,BDCQ.SEE1015A,2018.09,13703.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10902,BDCQ.SEE1015A,2018.12,14151.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10903,BDCQ.SEE1015A,2019.03,14030.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10904,BDCQ.SEE1015A,2019.06,13907.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10905,BDCQ.SEE1015A,2019.09,14044.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10906,BDCQ.SEE1015A,2019.12,14467.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10907,BDCQ.SEE1015A,2020.03,14443.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10908,BDCQ.SEE1015A,2020.06,14155.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10909,BDCQ.SEE1015A,2020.09,14134.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10910,BDCQ.SEE1015A,2020.12,14378.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10911,BDCQ.SEE1015A,2021.03,14385.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10912,BDCQ.SEE1015A,2021.06,14460.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10913,BDCQ.SEE1015A,2021.09,14638.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Matamata-Piako District,Actual,,
10914,BDCQ.SEE1016A,2011.06,54754.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10915,BDCQ.SEE1016A,2011.09,55050.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10916,BDCQ.SEE1016A,2011.12,55476.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10917,BDCQ.SEE1016A,2012.03,54248.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10918,BDCQ.SEE1016A,2012.06,55351.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10919,BDCQ.SEE1016A,2012.09,54646.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10920,BDCQ.SEE1016A,2012.12,55163.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10921,BDCQ.SEE1016A,2013.03,54030.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10922,BDCQ.SEE1016A,2013.06,55195.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10923,BDCQ.SEE1016A,2013.09,55029.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10924,BDCQ.SEE1016A,2013.12,55744.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10925,BDCQ.SEE1016A,2014.03,54818.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10926,BDCQ.SEE1016A,2014.06,55567.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10927,BDCQ.SEE1016A,2014.09,55722.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10928,BDCQ.SEE1016A,2014.12,56714.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10929,BDCQ.SEE1016A,2015.03,55812.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10930,BDCQ.SEE1016A,2015.06,57142.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10931,BDCQ.SEE1016A,2015.09,56794.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10932,BDCQ.SEE1016A,2015.12,57750.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10933,BDCQ.SEE1016A,2016.03,56947.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10934,BDCQ.SEE1016A,2016.06,58164.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10935,BDCQ.SEE1016A,2016.09,58166.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10936,BDCQ.SEE1016A,2016.12,59483.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10937,BDCQ.SEE1016A,2017.03,58800.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10938,BDCQ.SEE1016A,2017.06,60269.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10939,BDCQ.SEE1016A,2017.09,60435.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10940,BDCQ.SEE1016A,2017.12,61641.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10941,BDCQ.SEE1016A,2018.03,60358.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10942,BDCQ.SEE1016A,2018.06,61793.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10943,BDCQ.SEE1016A,2018.09,61415.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10944,BDCQ.SEE1016A,2018.12,63250.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10945,BDCQ.SEE1016A,2019.03,63755.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10946,BDCQ.SEE1016A,2019.06,64773.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10947,BDCQ.SEE1016A,2019.09,64977.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10948,BDCQ.SEE1016A,2019.12,66768.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10949,BDCQ.SEE1016A,2020.03,66618.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10950,BDCQ.SEE1016A,2020.06,66688.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10951,BDCQ.SEE1016A,2020.09,66317.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10952,BDCQ.SEE1016A,2020.12,67684.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10953,BDCQ.SEE1016A,2021.03,67716.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10954,BDCQ.SEE1016A,2021.06,68335.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10955,BDCQ.SEE1016A,2021.09,68931.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hamilton City,Actual,,
10956,BDCQ.SEE1017A,2011.06,18909.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10957,BDCQ.SEE1017A,2011.09,19217.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10958,BDCQ.SEE1017A,2011.12,19759.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10959,BDCQ.SEE1017A,2012.03,19419.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10960,BDCQ.SEE1017A,2012.06,19663.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10961,BDCQ.SEE1017A,2012.09,19737.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10962,BDCQ.SEE1017A,2012.12,20187.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10963,BDCQ.SEE1017A,2013.03,19946.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10964,BDCQ.SEE1017A,2013.06,20285.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10965,BDCQ.SEE1017A,2013.09,20427.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10966,BDCQ.SEE1017A,2013.12,21076.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10967,BDCQ.SEE1017A,2014.03,20714.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10968,BDCQ.SEE1017A,2014.06,20903.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10969,BDCQ.SEE1017A,2014.09,20974.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10970,BDCQ.SEE1017A,2014.12,21496.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10971,BDCQ.SEE1017A,2015.03,21105.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10972,BDCQ.SEE1017A,2015.06,21500.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10973,BDCQ.SEE1017A,2015.09,21375.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10974,BDCQ.SEE1017A,2015.12,22058.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10975,BDCQ.SEE1017A,2016.03,21768.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10976,BDCQ.SEE1017A,2016.06,22127.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10977,BDCQ.SEE1017A,2016.09,22187.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10978,BDCQ.SEE1017A,2016.12,23000.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10979,BDCQ.SEE1017A,2017.03,22802.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10980,BDCQ.SEE1017A,2017.06,23306.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10981,BDCQ.SEE1017A,2017.09,23278.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10982,BDCQ.SEE1017A,2017.12,23963.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10983,BDCQ.SEE1017A,2018.03,23611.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10984,BDCQ.SEE1017A,2018.06,24273.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10985,BDCQ.SEE1017A,2018.09,24092.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10986,BDCQ.SEE1017A,2018.12,24992.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10987,BDCQ.SEE1017A,2019.03,24916.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10988,BDCQ.SEE1017A,2019.06,25027.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10989,BDCQ.SEE1017A,2019.09,25084.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10990,BDCQ.SEE1017A,2019.12,25931.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10991,BDCQ.SEE1017A,2020.03,25749.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10992,BDCQ.SEE1017A,2020.06,25655.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10993,BDCQ.SEE1017A,2020.09,25665.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10994,BDCQ.SEE1017A,2020.12,26153.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10995,BDCQ.SEE1017A,2021.03,25964.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10996,BDCQ.SEE1017A,2021.06,26128.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10997,BDCQ.SEE1017A,2021.09,26451.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waipa District,Actual,,
10998,BDCQ.SEE1018A,2011.06,5299.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
10999,BDCQ.SEE1018A,2011.09,5310.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11000,BDCQ.SEE1018A,2011.12,5459.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11001,BDCQ.SEE1018A,2012.03,5317.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11002,BDCQ.SEE1018A,2012.06,5277.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11003,BDCQ.SEE1018A,2012.09,5165.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11004,BDCQ.SEE1018A,2012.12,5329.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11005,BDCQ.SEE1018A,2013.03,5236.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11006,BDCQ.SEE1018A,2013.06,5273.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11007,BDCQ.SEE1018A,2013.09,5113.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11008,BDCQ.SEE1018A,2013.12,5143.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11009,BDCQ.SEE1018A,2014.03,4890.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11010,BDCQ.SEE1018A,2014.06,4738.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11011,BDCQ.SEE1018A,2014.09,4692.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11012,BDCQ.SEE1018A,2014.12,4743.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11013,BDCQ.SEE1018A,2015.03,4621.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11014,BDCQ.SEE1018A,2015.06,4552.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
11015,BDCQ.SEE1018A,2015.09,4494.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Otorohanga District,Actual,,
